id.accession,id.assay name,id.sample name,study.characteristics.organism,study.factor value.absorbed radiation dose,study.factor value.age,study.factor value.altered gravity,study.factor value.atmospheric pressure,study.factor value.cell cycle phase,study.factor value.cultivar,study.factor value.ecotype,study.factor value.exposure duration,study.factor value.generation,study.factor value.genotype,study.factor value.growth time,study.factor value.ionizing radiation,study.factor value.light,study.factor value.magnetic field,study.factor value.microgravity simulation,study.factor value.organism part,study.factor value.sample preservation method,study.factor value.soil environment exposure,study.factor value.spacecraft,study.factor value.spaceflight,study.factor value.time,study.factor value.time of sample collection after treatment,study.factor value.tissue,study.factor value.tissue segment,study.factor value.treatment
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422797","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"lazy1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not gravistimulated"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422798","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"lazy1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not gravistimulated"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422799","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"tac1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not gravistimulated"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422800","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"tac1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not gravistimulated"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422801","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"tac1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not gravistimulated"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422802","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422803","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422804","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422805","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422806","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"lazy1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422807","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"lazy1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422808","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"lazy1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422809","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"lazy1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422810","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"tac1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422811","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"tac1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422812","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"tac1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-518","OSD-518_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM4422813","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"tac1 mutant",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"45 minutes after 90 degree gravistimulation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965194","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Root above to the bend",NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN,"Non-treated"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965195","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Root above to the bend",NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN,"Non-treated"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965196","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Root above to the bend",NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN,"Non-treated"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965197","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965198","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965199","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965200","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"18 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965201","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"18 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965202","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"18 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965203","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965204","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965205","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965206","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"30 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965207","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"30 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965208","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"30 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965209","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"36 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965210","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"36 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965211","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Wild Type",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"36 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965212","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Root above to the bend",NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN,"Non-treated"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965213","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Root above to the bend",NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN,"Non-treated"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965214","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Root above to the bend",NaN,NaN,NaN,NaN,"{Not Applicable}",NaN,NaN,NaN,"Non-treated"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965215","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965216","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965217","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"12 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965218","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"18 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965219","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"18 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965220","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"18 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965221","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965222","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965223","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"24 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965224","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"30 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965225","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"30 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965226","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"30 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965227","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"36 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965228","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"36 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-519","GLDS-519_transcription-profiling_rna-sequencing-(rna-seq)_illumina","GSM5965229","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"puchi-1 mutant",NaN,NaN,NaN,NaN,NaN,"Lateral root and surrounding tissues at the bend",NaN,NaN,NaN,NaN,"36 {hour}",NaN,NaN,NaN,"vertical rotation"
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781971","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781972","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781973","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781974","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781975","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781976","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781977","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781978","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781979","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781980","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781981","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781982","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781983","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781984","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781985","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Parent generation (P0)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781986","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"First generation (S1)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781987","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"First generation (S1)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781988","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"First generation (S1)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781989","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"First generation (S1)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781990","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"First generation (S1)",NaN,NaN,"non-irradiated",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"OSD-520","OSD-520_dna-methylation-profiling_whole-genome-bisulfite-sequencing_illumina","GSM4781991","Arabidopsis thaliana",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"First generation (S1)",NaN,NaN,"Cesium-137 gamma radiation",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
