brapa_gene	agi	identity	evalue	bitscore
BRARA.I00209	AT4G03150	71.4	4.1e-84	245
BRARA.I00211	AT4G03200	90.1	0	1453
BRARA.I00215	AT4G03250	70	4.11e-221	618
BRARA.I00217	AT4G03270	80.4	2.23e-158	443
BRARA.I00221	AT4G03320	82.3	1.43e-173	480
BRARA.I00222	AT4G03330	90.2	3.66e-185	511
BRARA.I00223	AT4G03390	80.7	0	999
BRARA.I00224	AT4G03400	89.5	0	1074
BRARA.I00225	AT4G03415	92.1	1.71e-315	854
BRARA.I00226	AT4G03420	91.2	1.34e-204	561
BRARA.I00227	AT4G03430	89.4	0	979
BRARA.I00229	AT4G03440	56.4	8.99e-247	702
BRARA.I00230	AT4G03510	72.9	2.51e-118	337
BRARA.I00231	AT4G03520	79.7	4.73e-99	283
BRARA.I00232	AT4G03540	95.1	2.25e-98	280
BRARA.I00233	AT3G26540	85.4	1.37e-156	451
BRARA.I00236	AT4G03550	91.2	0	2906
BRARA.I00237	AT4G03560	93.2	0	1324
BRARA.I00238	AT4G03580	51.5	1.35e-33	120
BRARA.I00242	AT4G03620	79.5	1.06e-154	436
BRARA.I00248	AT4G05440	75.1	6.52e-179	498
BRARA.I00249	AT4G05430	78.5	1.02e-97	279
BRARA.I00254	AT3G26290	82.2	7.3e-305	831
BRARA.I00257	AT3G26600	83.1	0	959
BRARA.I00258	AT3G26618	97.7	3.29e-313	846
BRARA.I00261	AT3G26740	78.3	1.17e-63	190
BRARA.I00263	AT3G26782	68.8	4.86e-311	853
BRARA.I00265	AT4G13965	56.9	9.11e-153	439
BRARA.I00270	AT3G27000	98.7	3.95e-293	791
BRARA.I00272	AT3G27020	93.7	0	1284
BRARA.I00274	AT3G10240	51.2	1.34e-114	338
BRARA.I00275	AT3G27050	92.2	7.91e-112	315
BRARA.I00277	AT3G27100	86.1	2.73e-34	114
BRARA.I00278	AT3G27160	83.2	2.25e-60	186
BRARA.I00284	AT3G27290	62.3	1.46e-143	412
BRARA.I00285	AT3G27300	94.2	0	995
BRARA.I00290	AT3G27440	88.2	1.02e-284	775
BRARA.I00291	AT3G27470	92.5	9.21e-288	779
BRARA.I00294	AT3G27640	84.8	1.11e-306	838
BRARA.I00295	AT3G27650	96.1	9.08e-86	246
BRARA.I00296	AT3G27660	80.5	3.48e-96	276
BRARA.I00299	AT3G27810	90.1	5.91e-151	418
BRARA.I00303	AT3G26934	58.5	2.09e-31	108
BRARA.I00308	AT3G28050	90.2	8.65e-236	644
BRARA.I00311	AT3G28710	100	1.53e-264	716
BRARA.I00314	AT3G28630	78.2	2.68e-162	454
BRARA.I00315	AT3G28600	77.1	1.05e-263	724
BRARA.I00316	AT3G28580	88.1	8.57e-277	760
BRARA.I00317	AT3G28500	81.1	9.21e-35	115
BRARA.I00318	AT3G28480	81	4.34e-189	522
BRARA.I00320	AT3G28415	81.4	0	1938
BRARA.I00326	AT3G28850	79.2	1.58e-234	646
BRARA.I00329	AT3G28900	95	3.04e-75	218
BRARA.I00333	AT3G29070	81.2	2.06e-115	327
BRARA.I00336	AT3G29100	92.3	6.73e-137	382
BRARA.I00342	AT3G29385	54	1.51e-78	236
BRARA.I00347	AT3G29760	79.6	5.21e-135	394
BRARA.I00351	AT3G30210	73.6	1.96e-140	395
BRARA.I00352	AT3G30260	81.5	4.62e-130	367
BRARA.I00359	AT5G47820	91.3	0	1773
BRARA.I00360	AT5G47840	84.7	7.09e-161	448
BRARA.I00361	AT5G47850	68.7	0	946
BRARA.I00363	AT1G65520	81.7	7.09e-132	371
BRARA.I00368	AT5G48160	75.2	7.41e-292	803
BRARA.I00370	AT5G48820	61.4	1.29e-78	234
BRARA.I00374	AT5G48657	71.6	9.21e-95	278
BRARA.I00377	AT5G48545	79.5	3.97e-114	323
BRARA.I00380	AT5G48470	87.7	8.66e-246	672
BRARA.I00381	AT5G48460	92.5	0	1180
BRARA.I00385	AT5G49270	88.1	0	936
BRARA.I00387	AT4G25710	51.2	6.72e-107	318
BRARA.I00391	AT5G48430	75.7	1.27e-228	629
BRARA.I00398	AT5G48370	92	1.47e-276	753
BRARA.I00402	AT5G48240	66.9	1.35e-143	408
BRARA.I00408	AT5G48940	82.9	7.88e-200	607
BRARA.I00409	AT5G48905	71.6	6.88e-41	128
BRARA.I00412	AT3G04320	52	1.02e-61	191
BRARA.I00413	AT5G49540	95.6	2.19e-72	210
BRARA.I00415	AT5G49510	94.4	6.21e-125	350
BRARA.I00416	AT5G49480	77.4	9.68e-82	238
BRARA.I00417	AT1G67890	77.5	0	1096
BRARA.I00418	AT5G49460	98.7	0	1179
BRARA.I00422	AT5G28490	85.4	8.8e-116	326
BRARA.I00426	AT5G28750	88.4	9.55e-72	211
BRARA.I00427	AT5G28830	76.7	3.61e-166	465
BRARA.I00428	AT5G54225	59.3	1.04e-32	108
BRARA.I00432	AT5G29000	76.8	4.06e-193	540
BRARA.I00433	AT5G30495	75.4	2.23e-97	280
BRARA.I00434	AT5G30490	79	1.43e-106	306
BRARA.I00441	AT5G27990	60.6	7.51e-66	200
BRARA.I00443	AT5G28030	90.1	2.49e-208	571
BRARA.I00444	AT5G26960	81.4	1.66e-137	393
BRARA.I00448	AT5G27020	58.6	8.4e-44	143
BRARA.I00453	AT5G27870	82.1	0	985
BRARA.I00455	AT5G27830	81.8	2.69e-169	471
BRARA.I00459	AT5G27710	79.6	2.51e-193	534
BRARA.I00461	AT5G27650	70.4	0	1211
BRARA.I00462	AT5G27620	90.6	8.28e-200	552
BRARA.I00463	AT5G27560	84.5	1.92e-197	545
BRARA.I00472	AT5G27450	86.1	6.59e-228	625
BRARA.I00475	AT5G27380	79.6	6.55e-313	853
BRARA.I00476	AT5G27290	89.2	8.9e-211	579
BRARA.I00478	AT5G27240	57.9	0	1082
BRARA.I00479	AT5G27230	56	1.81e-295	838
BRARA.I00482	AT5G27210	85.3	3e-192	528
BRARA.I00483	AT5G27200	84.9	5.11e-69	204
BRARA.I00487	AT5G26910	71.9	0	1030
BRARA.I00488	AT5G26850	68.8	0	1236
BRARA.I00489	AT5G26830	87	0	1274
BRARA.I00492	AT5G26751	96.8	6.14e-296	800
BRARA.I00493	AT5G26749	67.3	1.83e-75	221
BRARA.I00494	AT5G26610	72.1	8.93e-128	365
BRARA.I00498	AT5G26700	83.4	2.76e-117	332
BRARA.I00499	AT5G26710	88	0	1266
BRARA.I00502	AT5G26731	75.2	4.01e-32	107
BRARA.I00503	AT5G26742	89.9	0	1185
BRARA.I00504	AT5G26692	71.4	1.36e-32	107
BRARA.I00506	AT5G26594	86.6	5.64e-81	234
BRARA.I00508	AT5G26570	87.4	0	1997
BRARA.I00509	AT5G26340	94.2	0	965
BRARA.I00514	AT5G26220	89.6	6.41e-143	397
BRARA.I00522	AT5G26090	73.8	4.48e-233	642
BRARA.I00525	AT5G25840	87.3	3.37e-100	285
BRARA.I00527	AT5G25820	72.9	1.77e-314	866
BRARA.I00528	AT5G25810	71.9	6.94e-91	265
BRARA.I00532	AT5G25770	81.9	2.55e-223	615
BRARA.I00534	AT5G25630	56.7	1.4e-202	578
BRARA.I00542	AT5G25440	60.1	2.53e-125	360
BRARA.I00543	AT5G25420	83	1.73e-145	417
BRARA.I00544	AT5G25380	73.1	3.72e-204	570
BRARA.I00547	AT5G25350	75.6	1.63e-254	712
BRARA.I00549	AT2G47840	85.2	1.94e-115	326
BRARA.I00551	AT5G25240	73.5	1.81e-61	184
BRARA.I00554	AT5G25150	80.9	6.89e-207	585
BRARA.I00557	AT5G25060	86.1	0	1404
BRARA.I00560	AT5G24890	75.4	1.37e-89	263
BRARA.I00566	AT5G24590	70.7	1.58e-214	597
BRARA.I00567	AT5G24510	69.1	4.84e-45	141
BRARA.I00568	AT5G24490	82.5	4.68e-170	473
BRARA.I00574	AT5G24430	91.9	0	1069
BRARA.I00576	AT5G24318	81.5	1.15e-275	753
BRARA.I00578	AT5G24260	87.2	0	1332
BRARA.I00581	AT5G24150	83.9	1.11e-311	849
BRARA.I00584	AT5G24105	84.1	2.92e-29	97.8
BRARA.I00585	AT5G24100	77.7	8.39e-266	741
BRARA.I00586	AT5G24090	84.4	3.65e-197	541
BRARA.I00588	AT5G24030	85	0	1019
BRARA.I00590	AT3G23110	64.8	3.46e-151	462
BRARA.I00592	AT5G23920	88.6	7.29e-145	403
BRARA.I00596	AT5G23810	82.4	7.62e-284	774
BRARA.I00607	AT5G23610	53.5	1.96e-126	378
BRARA.I00608	AT5G23580	88.3	7.54e-307	834
BRARA.I00609	AT5G23575	92.1	0	1102
BRARA.I00613	AT5G23530	82.4	4.14e-213	584
BRARA.I00619	AT5G23420	75.7	1.39e-77	233
BRARA.I00622	AT5G23380	55.7	3.23e-102	300
BRARA.I00625	AT5G23300	93.1	3.04e-312	845
BRARA.I00630	AT5G23090	95.4	6.66e-98	279
BRARA.I00642	AT2G38590	54.4	4.57e-142	411
BRARA.I00644	AT5G61000	90.3	0	1107
BRARA.I00645	AT5G61030	87.1	3.89e-65	205
BRARA.I00648	AT5G61130	78.1	5.04e-87	254
BRARA.I00649	AT5G61150	78.1	1.71e-236	667
BRARA.I00654	AT5G61230	88.8	2.09e-78	230
BRARA.I00657	AT5G61350	89.5	0	1469
BRARA.I00659	AT5G61390	78	3.22e-258	711
BRARA.I00660	AT5G61400	67.7	1.98e-82	273
BRARA.I00663	AT5G61510	86.6	8.13e-244	667
BRARA.I00667	AT5G61590	88.2	1.19e-111	317
BRARA.I00669	AT5G61660	76.3	7.04e-11	55.8
BRARA.I00670	AT5G61670	91.2	6.3e-175	485
BRARA.I00671	AT5G61760	79.7	4.92e-170	472
BRARA.I00675	AT5G61930	83.8	2.16e-241	661
BRARA.I00677	AT5G02490	93.1	0	1183
BRARA.I00681	AT5G62180	78.2	3.31e-190	526
BRARA.I00686	AT5G62260	68.1	4.14e-155	442
BRARA.I00687	AT5G62360	84.8	3.27e-88	257
BRARA.I00689	AT3G47370	95.9	1.09e-78	227
BRARA.I00695	AT5G62560	80.1	8.05e-282	777
BRARA.I00698	AT5G62600	94.5	0	926
BRARA.I00699	AT5G62610	86.2	6.6e-162	450
BRARA.I00702	AT5G62720	80.7	9.03e-135	379
BRARA.I00705	AT5G62790	90.6	0	875
BRARA.I00707	AT5G62850	86.7	8.51e-154	426
BRARA.I00708	AT5G62880	95.8	1.29e-145	404
BRARA.I00709	AT5G62890	98.1	0	1045
BRARA.I00714	AT5G62990	83	7.53e-280	766
BRARA.I00716	AT5G63030	93.6	7.31e-83	238
BRARA.I00717	AT5G63040	74.6	8.8e-160	451
BRARA.I00718	AT5G63050	79.5	1.48e-202	558
BRARA.I00719	AT5G63060	89.7	2.83e-151	421
BRARA.I00720	AT5G63085	61.3	4.72e-27	93.6
BRARA.I00723	AT5G63070	88.2	5.46e-73	214
BRARA.I00724	AT5G63080	79.9	3.82e-285	777
BRARA.I00726	AT5G63100	79.2	4.01e-183	507
BRARA.I00727	AT5G63110	92	0	902
BRARA.I00728	AT5G63120	89.2	0	1008
BRARA.I00730	AT5G63135	88.1	3.34e-47	145
BRARA.I00731	AT5G63140	82.6	6.97e-238	651
BRARA.I00733	AT5G63200	88.2	0	1008
BRARA.I00735	AT5G63290	85.6	6.47e-306	832
BRARA.I00737	AT5G63320	65	3.54e-315	903
BRARA.I00738	AT5G63400	92.1	7.58e-163	449
BRARA.I00739	AT5G63410	91.3	8.11997e-320	884
BRARA.I00741	AT5G63450	88.9	0	875
BRARA.I00742	AT5G63460	81	1.28e-82	240
BRARA.I00746	AT5G63530	75.9	4.15e-113	332
BRARA.I00747	AT5G63540	71.8	4.95e-305	843
BRARA.I00748	AT5G63550	75.1	2.01e-158	462
BRARA.I00750	AT5G62810	80.4	4.89e-127	369
BRARA.I00752	AT5G63610	91.8	3.53e-319	864
BRARA.I00753	AT5G63680	96.9	0	960
BRARA.I00754	AT5G63700	68.1	2.67e-264	735
BRARA.I00759	AT5G63870	89.3	2.6e-279	758
BRARA.I00761	AT5G63900	60.4	1.54e-231	650
BRARA.I00762	AT5G63905	76.4	7.11e-27	93.6
BRARA.I00766	AT5G64090	74.1	1.2e-206	576
BRARA.I00769	AT5G64180	94.3	4.95e-90	258
BRARA.I00770	AT5G64210	80	1.13e-214	590
BRARA.I00771	AT5G64220	81.2	0	1544
BRARA.I00772	AT5G64270	90.2	0	2058
BRARA.I00776	AT5G64350	91.1	6.86e-75	216
BRARA.I00778	AT5G64400	92.9	8.09e-39	128
BRARA.I00779	AT5G64520	76.5	1.49e-202	560
BRARA.I00782	AT5G64560	85.5	1.01e-217	600
BRARA.I00786	AT5G64610	90.6	1.34e-297	807
BRARA.I00787	AT5G64620	79.4	4.31e-89	258
BRARA.I00788	AT5G64640	84.9	0	929
BRARA.I00789	AT5G64650	90	5e-100	284
BRARA.I00791	AT5G64670	92.5	5.28e-179	493
BRARA.I00794	AT5G64700	90	8.04e-224	613
BRARA.I00795	AT5G64720	73.1	5.47e-79	230
BRARA.I00798	AT5G64790	87.2	0	878
BRARA.I00802	AT5G64850	86.3	4.09e-64	189
BRARA.I00803	AT5G64860	89	0	1029
BRARA.I00804	AT5G64920	72.2	1.48e-126	363
BRARA.I00805	AT5G64990	79.6	5.25e-114	323
BRARA.I00806	AT5G65000	92.3	1.13e-205	565
BRARA.I00812	AT5G65270	94.6	3.51e-148	411
BRARA.I00813	AT5G65300	80.8	1.02e-63	191
BRARA.I00814	AT5G65340	86.9	1.47e-150	419
BRARA.I00821	AT5G65480	72.1	5.09e-70	207
BRARA.I00823	AT5G65520	83.9	2.98e-110	313
BRARA.I00824	AT5G65550	78.8	5.4e-227	629
BRARA.I00829	AT5G65710	84.5	2.14e-311	886
BRARA.I00830	AT5G65720	87.7	7.92e-290	788
BRARA.I00831	AT5G65780	70.2	3.07e-248	726
BRARA.I00832	AT5G65790	86.1	5.77e-225	617
BRARA.I00833	AT5G65810	91.6	3.95e-171	472
BRARA.I00834	AT5G65830	85.3	3e-95	281
BRARA.I00835	AT5G65840	78.5	1.3e-144	405
BRARA.I00836	AT5G65920	83.4	1.14e-260	714
BRARA.I00837	AT5G67620	84.1	1.44e-102	292
BRARA.I00838	AT5G67590	91.9	1.25e-97	277
BRARA.I00845	AT5G67450	77.4	1.46e-116	332
BRARA.I00846	AT5G67440	77.8	3.76e-302	829
BRARA.I00848	AT5G67410	75.4	2.98e-139	394
BRARA.I00849	AT5G67400	85.7	2.28e-207	569
BRARA.I00855	AT5G67350	70.5	3.87e-85	257
BRARA.I00856	AT5G67340	76.8	4.66e-291	814
BRARA.I00857	AT5G67320	85.3	4.47e-275	764
BRARA.I00861	AT5G67190	81	2.1e-100	286
BRARA.I00862	AT5G67170	80.2	1.56e-209	578
BRARA.I00864	AT5G67070	80.5	1.87e-66	196
BRARA.I00866	AT5G67050	79.5	3.65e-279	763
BRARA.I00869	AT5G66985	71.1	3.08e-34	112
BRARA.I00871	AT5G66960	92.9	0	1489
BRARA.I00872	AT5G66950	84.6	0	1370
BRARA.I00874	AT5G66930	90.2	6.18e-132	370
BRARA.I00875	AT5G66920	89.3	0	994
BRARA.I00876	AT5G66900	81.3	0	1120
BRARA.I00877	AT5G66890	73.5	3.21e-167	476
BRARA.I00880	AT5G66840	58.1	9.84e-154	449
BRARA.I00882	AT5G66816	72.9	1.85e-30	103
BRARA.I00885	AT5G66760	94.5	0	1197
BRARA.I00886	AT5G66750	80.4	2.18e-310	858
BRARA.I00887	AT3G50670	84.8	1.35e-150	434
BRARA.I00888	AT5G66730	73.5	2.71e-229	639
BRARA.I00890	AT5G66700	77.8	2.61e-109	313
BRARA.I00891	AT5G66690	81.9	1.28e-289	790
BRARA.I00893	AT5G66675	83.2	2.21e-240	660
BRARA.I00895	AT5G66640	58.7	4.47e-181	516
BRARA.I00898	AT5G66600	80.4	4.3e-239	665
BRARA.I00899	AT5G66570	97	4.86e-231	629
BRARA.I00900	AT5G66550	80.7	6.11e-123	348
BRARA.I00901	AT5G66540	79.9	2.46e-230	644
BRARA.I00903	AT5G66470	89.9	2.92e-277	754
BRARA.I00905	AT3G47840	76.1	0	1036
BRARA.I00907	AT5G66440	62.3	5.92e-87	258
BRARA.I00909	AT5G66320	75.7	8.36e-178	495
BRARA.I00910	AT1G77370	67.5	8.28e-62	186
BRARA.I00911	AT5G66380	91.6	3.96e-200	549
BRARA.I00914	AT5G66260	87.8	4.98e-60	178
BRARA.I00915	AT5G66250	71.6	1.77e-109	318
BRARA.I00916	AT5G66230	72.8	1.49e-112	336
BRARA.I00918	AT5G66190	90	1.1e-235	644
BRARA.I00919	AT5G66150	76.5	0	1598
BRARA.I00921	AT5G66130	79	3.18e-307	843
BRARA.I00922	AT5G66120	87.3	2.79e-269	735
BRARA.I00923	AT5G66100	71.9	2.09e-87	270
BRARA.I00925	AT5G66060	92	2.13e-196	538
BRARA.I00926	AT5G66055	83.6	1.75e-173	492
BRARA.I00929	AT5G66050	79.9	7.47e-187	518
BRARA.I00930	AT5G66040	78.8	4.13e-65	192
BRARA.I00931	AT5G66030	81.1	1.33e-291	818
BRARA.I00932	AT5G66020	92.2	0	1105
BRARA.I00933	AT5G66010	81	1.47e-131	372
BRARA.I00935	AT5G65960	73.4	9.08e-182	509
BRARA.I00937	AT2G10940	77.6	3.46e-55	179
BRARA.I00938	AT2G11520	81.4	1.3e-277	762
BRARA.I00939	AT2G11810	89.3	7.45e-310	840
BRARA.I00942	AT2G13370	84.2	0	2688
BRARA.I00944	AT2G13350	87.4	4.12e-227	625
BRARA.I00945	AT2G13290	89.3	1e-245	669
BRARA.I00946	AT1G49860	75.5	4.4e-140	393
BRARA.I00949	AT2G12465	54.2	2.64e-24	86.7
BRARA.I00951	AT2G13560	92	0	1134
BRARA.I00954	AT2G13680	95.4	0	3648
BRARA.I00955	AT2G14170	90.8	0	926
BRARA.I00956	AT2G14255	74.6	1.21e-217	612
BRARA.I00957	AT3G32980	91.4	9.44e-235	640
BRARA.I00959	AT2G14750	87.7	1.71e-177	489
BRARA.I00960	AT2G14760	60.6	2.03e-123	357
BRARA.I00961	AT2G14820	87.1	0	1041
BRARA.I00962	AT2G14825	87.7	6.31e-96	272
BRARA.I00963	AT2G14835	90.9	9.39e-232	632
BRARA.I00964	AT2G14850	68.7	9.05e-122	348
BRARA.I00966	AT2G14860	74.5	2.38e-124	353
BRARA.I00967	AT2G14890	62.8	4.05e-11	58.5
BRARA.I00968	AT2G14900	79.6	2.95e-58	174
BRARA.I00969	AT2G14910	80.7	1.35e-202	562
BRARA.I00970	AT2G14960	93.9	0	1117
BRARA.I00971	AT2G15240	95.6	7.18e-177	486
BRARA.I00973	AT2G15300	72.5	2.35e-300	838
BRARA.I00974	AT2G15320	90	6.53e-133	385
BRARA.I00977	AT2G15440	79.4	4.6e-131	376
BRARA.I00980	AT2G15590	75.7	1.03e-72	214
BRARA.I00982	AT2G15680	81.6	2.67e-104	297
BRARA.I00983	AT4G00893	59.8	1.08e-149	427
BRARA.I00988	AT2G16190	51.6	9.41e-94	278
BRARA.I00989	AT5G42146	81.8	9.47e-78	226
BRARA.I00990	AT2G16230	82.5	4.03e-298	814
BRARA.I00995	AT2G16460	92.3	5.45e-137	383
BRARA.I00996	AT2G16485	61.7	0	1833
BRARA.I00999	AT2G16600	92.3	1.07e-118	332
BRARA.I01001	AT2G16660	88.4	0	934
BRARA.I01006	AT2G16770	72	8.01e-101	293
BRARA.I01008	AT2G16790	88.5	4.1e-113	320
BRARA.I01009	AT2G16800	82.7	8.31e-200	553
BRARA.I01011	AT2G16970	75.4	2.54e-234	648
BRARA.I01012	AT2G17020	89	0	960
BRARA.I01013	AT2G17040	84.9	6.46e-163	452
BRARA.I01014	AT2G17090	65.4	7.97e-223	620
BRARA.I01015	AT2G17200	80.2	8.1e-269	743
BRARA.I01019	AT2G17290	92	0	906
BRARA.I01024	AT2G17420	90.9	2.1e-241	659
BRARA.I01026	AT2G17430	82.8	1.93e-310	848
BRARA.I01028	AT2G17480	83.3	0	926
BRARA.I01030	AT2G17510	90.6	0	1717
BRARA.I01031	AT2G17560	76.6	1.4e-56	172
BRARA.I01035	AT2G17660	92.8	6.92e-44	135
BRARA.I01036	AT2G17670	68.3	2.34e-109	330
BRARA.I01037	AT2G17680	77.7	4.97e-157	439
BRARA.I01039	AT2G17700	93.2	0	999
BRARA.I01046	AT2G17780	70.7	1.4e-196	548
BRARA.I01060	AT2G18030	91.4	3.98e-158	438
BRARA.I01061	AT2G18050	61.1	5.38e-45	145
BRARA.I01062	AT2G18080	79.1	6.19e-296	806
BRARA.I01063	AT2G18090	74	0	1102
BRARA.I01064	AT2G18100	82.3	0	1013
BRARA.I01068	AT2G18170	97	1.38e-271	735
BRARA.I01071	AT2G18230	95.4	2.62e-151	418
BRARA.I01072	AT2G18245	79.2	1.72e-222	613
BRARA.I01077	AT2G18330	87.7	0	993
BRARA.I01078	AT2G18350	80.1	1.41e-143	402
BRARA.I01079	AT2G18370	86.2	1.03e-62	186
BRARA.I01081	AT2G18465	70.3	2.47e-128	364
BRARA.I01082	AT2G18470	89.1	2.32e-261	731
BRARA.I01084	AT2G18480	85.5	2.15e-291	796
BRARA.I01085	AT2G18510	81.8	9.33e-168	473
BRARA.I01086	AT2G18520	81.8	3.49e-240	660
BRARA.I01088	AT2G18550	77.1	1.43e-115	328
BRARA.I01092	AT2G18640	75.8	4.27e-194	538
BRARA.I01094	AT2G18690	69.4	1.48e-138	394
BRARA.I01095	AT2G18700	90.2	0	1577
BRARA.I01098	AT2G18750	88.7	0	1041
BRARA.I01100	AT2G18876	86.7	2.92e-214	590
BRARA.I01101	AT2G18890	93.6	7.84e-266	722
BRARA.I01104	AT2G18969	74.9	5.49e-78	229
BRARA.I01106	AT2G19010	73	3.06e-192	534
BRARA.I01108	AT2G19080	85.7	1.37e-187	518
BRARA.I01109	AT2G19090	81.6	0	1197
BRARA.I01110	AT2G19130	81.4	0	1237
BRARA.I01112	AT1G64700	57.4	7.44e-61	186
BRARA.I01113	AT2G19160	85.6	6.56e-270	733
BRARA.I01116	AT2G19260	60.2	3.31e-215	610
BRARA.I01120	AT2G19450	84.6	0	872
BRARA.I01121	AT2G19470	89.4	9.29e-288	781
BRARA.I01123	AT2G19500	82.7	4.54e-308	838
BRARA.I01124	AT1G64760	89	3.84e-314	852
BRARA.I01125	AT2G19520	88.3	0	884
BRARA.I01128	AT3G04660	60.9	9e-164	464
BRARA.I01129	AT5G35160	95.4	0	1238
BRARA.I01130	AT2G19640	77.1	7e-209	578
BRARA.I01135	AT3G55290	82.6	5.01e-170	471
BRARA.I01142	AT4G29130	88.1	7.39e-312	848
BRARA.I01143	AT2G19880	91.5	0	981
BRARA.I01144	AT2G19950	81.7	0	978
BRARA.I01145	AT2G19980	78	5.79e-99	282
BRARA.I01149	AT2G20208	66.3	1.32e-33	110
BRARA.I01150	AT2G20250	60.2	1.43e-174	504
BRARA.I01151	AT2G20280	94.3	6.31e-192	533
BRARA.I01152	AT2G20290	80.5	0	2194
BRARA.I01153	AT2G20300	88.1	0	1275
BRARA.I01156	AT2G20340	89.8	0	895
BRARA.I01161	AT2G20370	85.6	0	1072
BRARA.I01164	AT2G20440	92.2	1.77e-296	803
BRARA.I01166	AT2G20500	58.2	2.7e-42	135
BRARA.I01167	AT2G36070	73.5	8.01e-235	650
BRARA.I01168	AT2G20710	80.5	7.69e-284	776
BRARA.I01171	AT3G24790	81.7	2.35e-209	578
BRARA.I01173	AT3G25290	79.4	1.28e-225	620
BRARA.I01174	AT2G14110	88.9	1.66e-124	348
BRARA.I01175	AT2G14070	66.7	7.54e-31	107
BRARA.I01176	AT2G04750	85.8	0	1098
BRARA.I01177	AT1G62070	51.6	2.8e-08	50.1
BRARA.I01179	AT1G62280	83.7	2.56e-228	627
BRARA.I01180	AT1G62400	94.9	1.27e-269	732
BRARA.I01183	AT1G62085	73.4	1.17e-152	441
BRARA.I01187	AT1G62660	83.5	0	1131
BRARA.I01189	AT1G62680	70.5	2.3e-43	161
BRARA.I01190	AT1G62710	86.2	5.06e-315	855
BRARA.I01191	AT1G62720	58.4	4.21e-29	119
BRARA.I01195	AT5G01730	52.6	2.14e-311	892
BRARA.I01196	AT1G62940	94.6	0	1001
BRARA.I01200	AT1G62975	73.7	2.07e-119	341
BRARA.I01201	AT1G62980	86.7	1.61e-171	473
BRARA.I01202	AT1G62981	75.7	4.99e-178	496
BRARA.I01203	AT1G62990	96.3	4.04e-201	550
BRARA.I01205	AT1G63020	78.3	0	2281
BRARA.I01206	AT1G63030	85.9	1.55e-112	317
BRARA.I01210	AT1G63060	87.8	2.45e-92	263
BRARA.I01211	AT1G63090	82.4	1.31e-184	508
BRARA.I01213	AT1G63100	78.9	0	971
BRARA.I01216	AT1G63160	92.8	3.78e-222	607
BRARA.I01217	AT1G63170	75.2	8.57e-185	514
BRARA.I01219	AT1G63190	59.3	3.16e-80	237
BRARA.I01221	AT1G63245	62.4	6.26e-26	90.9
BRARA.I01222	AT1G63260	94.2	3.14e-168	466
BRARA.I01223	AT3G01850	90.2	7.99e-147	410
BRARA.I01224	AT1G63295	68.5	8.07e-44	142
BRARA.I01225	AT1G63300	66.7	0	1035
BRARA.I01231	AT1G63420	83.4	0	982
BRARA.I01232	AT1G63430	87	0	1011
BRARA.I01233	AT1G63440	89	0	1689
BRARA.I01234	AT1G63460	90.4	1.67e-115	323
BRARA.I01235	AT1G63470	79.4	4.49e-204	565
BRARA.I01236	AT1G63490	85.6	0	2517
BRARA.I01238	AT1G63520	69.9	2.53e-252	700
BRARA.I01241	AT1G63550	69.5	3.6e-138	393
BRARA.I01245	AT3G30525	53.3	3.68e-33	112
BRARA.I01247	AT1G63670	76.4	0	944
BRARA.I01248	AT1G63680	91.2	0	1312
BRARA.I01253	AT1G62670	61.3	7.94e-36	141
BRARA.I01254	AT1G63720	75.1	3.18e-170	478
BRARA.I01256	AT2G20420	95.7	1.04e-286	778
BRARA.I01258	AT1G63830	95.6	5.98e-149	413
BRARA.I01260	AT1G63855	88	1.03e-135	379
BRARA.I01261	AT1G63870	66.7	0	1136
BRARA.I01263	AT1G63900	91.3	2.46e-225	616
BRARA.I01265	AT1G63930	90.6	9.29e-261	711
BRARA.I01266	AT1G63940	94.9	0	914
BRARA.I01267	AT1G63960	61.7	1.37e-32	111
BRARA.I01269	AT1G63980	79.5	3.1e-200	556
BRARA.I01270	AT1G63990	92.4	8.34e-257	699
BRARA.I01271	AT1G64000	80	1.62e-105	300
BRARA.I01273	AT1G64040	96.9	2.44e-237	644
BRARA.I01274	AT1G64090	77.9	6.81e-138	388
BRARA.I01276	AT1G64160	92.3	3.69e-124	347
BRARA.I01277	AT1G64170	76.4	0	928
BRARA.I01278	AT1G64180	71.6	6.2e-263	731
BRARA.I01282	AT1G64220	70.1	1.99e-27	94
BRARA.I01285	AT1G64235	57	1.09e-31	107
BRARA.I01286	AT1G64280	73	1.13e-285	788
BRARA.I01287	AT1G63640	87.7	0	1331
BRARA.I01289	AT1G64610	67.6	9.5e-285	791
BRARA.I01291	AT1G64590	91.6	3.11e-218	598
BRARA.I01293	AT1G64510	87.6	1.02e-123	348
BRARA.I01294	AT1G64480	93	2.49e-140	390
BRARA.I01296	AT1G64405	79.2	4.05e-55	167
BRARA.I01297	AT1G64400	92.3	0	1241
BRARA.I01299	AT1G64385	65.5	7.1e-125	361
BRARA.I01300	AT1G64290	64.2	5.18e-130	374
BRARA.I01301	AT1G64670	91.1	6.31999e-319	865
BRARA.I01302	AT1G64660	88.7	3.5e-282	769
BRARA.I01303	AT1G64640	76	8.91e-89	258
BRARA.I01304	AT5G42000	92.9	2.97e-112	314
BRARA.I01305	AT1G64620	63	9.4e-123	355
BRARA.I01306	AT1G58030	89.3	0	1107
BRARA.I01307	AT1G64600	73.6	7e-285	780
