"","CWRU004174_S1","CWRU004175_S2","CWRU004176_S3","CWRU004177_S4","CWRU004178_S5","CWRU004179_S6","CWRU004180_S7","CWRU004181_S8","CWRU004182_S9","CWRU004183_S10","CWRU004184_S11","CWRU004185_S12","CWRU004186_S13","CWRU004187_S14"
"AT1G04120",637,596,1570,630,840,1167,1730,1176,1695,719,615,356,1663,1478
"AT1G04123",0,1,2,0,1,3,1,2,1,0,0,1,2,1
"AT1G04127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04130",44,39,117,48,61,95,147,75,109,38,50,20,135,110
"AT1G04133",2,1,3,1,4,1,7,5,3,0,3,1,1,1
"AT1G04137",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AT1G04140",1114,1066,2454,1102,1493,1634,3546,1760,2726,1102,1141,621,2416,2548
"AT1G04143",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04147",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04150",0,1,0,0,0,0,0,1,0,0,0,0,0,2
"AT1G04153",0,0,0,0,2,0,0,0,5,0,1,0,0,0
"AT1G04157",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04160",30,24,98,35,72,61,124,65,98,39,33,12,124,80
"AT1G04163",19,16,117,37,79,96,110,61,88,33,34,14,150,161
"AT1G04167",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04170",347,398,884,441,486,675,1299,762,1047,372,396,216,907,853
"AT1G04173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04177",0,0,2,0,0,1,2,0,1,0,0,0,1,2
"AT1G04180",6,5,12,2,6,18,32,11,19,4,6,1,13,22
"AT1G04183",53,45,207,64,67,122,262,139,198,62,77,32,193,170
"AT1G04187",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT1G04190",81,111,232,90,137,188,317,207,323,93,105,60,254,231
"AT1G04193",0,0,0,1,1,3,3,2,2,0,0,0,1,0
"AT1G04197",1,0,0,0,0,2,0,1,2,0,0,0,2,0
"AT1G04200",103,121,385,156,239,320,435,282,370,156,149,82,409,399
"AT1G04203",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04207",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04210",368,377,921,437,506,648,1258,707,979,406,404,259,1095,949
"AT1G04213",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AT1G04217",0,0,0,2,0,2,0,0,1,0,0,0,0,0
"AT1G04220",35,35,135,35,66,112,251,149,140,53,50,13,131,100
"AT1G04223",0,1,1,0,2,2,2,1,2,0,3,0,2,2
"AT1G04227",0,0,1,1,0,1,0,0,3,0,2,0,0,0
"AT1G04230",36,54,127,31,57,61,140,66,97,45,36,23,103,78
"AT1G04233",0,0,5,0,0,0,0,0,0,0,0,0,0,0
"AT1G04237",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04240",338,387,1209,432,651,743,2007,733,1000,443,489,239,1177,950
"AT1G04243",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04247",1,1,7,2,1,4,7,1,3,4,3,0,8,7
"AT1G04250",243,239,840,289,439,616,1641,601,894,277,281,104,897,836
"AT1G04253",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04257",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04260",73,81,178,66,125,115,192,156,184,68,86,53,195,175
"AT1G04263",2,2,5.13,7,5.37,12.76,6.54,16.15,9.34,3,7.47,12.05,12.61,4
"AT1G04267",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT1G04270",695,880,1828,886,975,1507,2618,1576,2354,750,935,426,1762,1929
"AT1G04273",3,3,11,1,7,6,9,4,14,3,4,2,7,12
"AT1G04277",1,3,4,0,0,2,1,3,2,1,0,0,0,1
"AT1G04280",313,263,776,274,421,448,1081,462,696,247,303,165,726,693
"AT1G04283",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04287",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04290",33,45,114,49,48,67,164,92,119,53,53,23,124,115
"AT1G04293",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04295",0,6,18,6,5,6,13,10,2,1,5,1,9,8
"AT1G04297",0,0,2,1,2,2,0,0,4,1,0,0,0,2
"AT1G04300",941,929,2084,1028,1303,1391,2920,1533,2082,845,1001,716,2117,2075
"AT1G04303",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04307",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AT1G04310",156,128,318,154,232,263,466,283,351,161,151,121,375,361
"AT1G04313",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"AT1G04320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04323",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04327",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04330",3,3,2,2,1,4,0,5,2,1,1,3,2,3
"AT1G04333",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04337",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04340",49,61,153,70,95,123,214,122,196,78,78,45,190,156
"AT1G04343",0,1,3,0,0,1,2,1,2,0,2,0,3,0
"AT1G04347",0,1,0,0,2,2,0,1,2,0,0,0,1,4
"AT1G04350",71,45,157,59,86,96,212,91,155,58,57,36,116,118
"AT1G04353",1,3,5,0,2,6,4,6,7,0,2,1,9,8
"AT1G04357",0,1,2,1,0,1,1,1,1,1,0,0,2,1
"AT1G04360",10,12,55,34,19,13,39,22,27,10,21,6,37,30
"AT1G04363",1,0,0,0,0,0,1,0,1,0,0,0,0,0
"AT1G04367",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04373",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04377",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04380",2,0,4,0,1,3,1,0,3,1,1,0,3,3
"AT1G04383",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04387",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04390",76,54,191,72,95,134,280,147,204,59,67,51,273,208
"AT1G04393",1,2,4,2,1,3,7,3,5,1,2,0,12,11
"AT1G04397",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04400",1540,1227,3019,1496,1937,2042,4384,2088,3215,1345,1452,973,3095,2943
"AT1G04403",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04407",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04410",2374,2397,6272,2718,3677,4255,7901,4330,7091,2600,2613,1303,6205,5670
"AT1G04413",0,0,0,1,1,0,0,0,0,0,0,0,0,0
"AT1G04417",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04420",138,141,261,150,182,234,413,217,368,144,151,86,254,267
"AT1G04423",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AT1G04425",1,0,2,2,2,6,8,8,9,1,3,0,2,3
"AT1G04427",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04430",1367,1027,2670,1426,1799,2117,4283,1918,2912,1160,1350,847,2768,2890
"AT1G04433",0,3,14,1,5,6,8,5,11,5,4,2,7,7
"AT1G04437",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"AT1G04440",673,473,1727,601,1002,1007,2171,981,1477,630,621,327,1759,1331
"AT1G04443",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04445",0,0,3,0,1,2,1,4,7,0,0,0,3,5
"AT1G04447",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04453",0,0,0,0,0,0,1,0,0,0,0,1,0,0
"AT1G04455",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04463",2,2,8,3,1,5,3,5,3,2,3,1,8,3
"AT1G04467",0,3,1,0,8,4,3,4,3,1,1,1,7,6
"AT1G04470",0,0,1,0,0,0,0,0,0,0,0,0,2,0
"AT1G04473",0,0,1,0,2,4,2,0,2,1,0,0,3,2
"AT1G04477",0,0,1,0,0,0,0,0,5,1,0,2,0,0
"AT1G04480",185,210,453,225,232,431,685,429,626,245,197,101,513,475
"AT1G04483",2,0,4,0,3,2,1,6,1,0,1,1,3,2
"AT1G04487",0,0,2,0,0,2,0,0,0,0,0,0,0,0
"AT1G04490",6,6,19,3,9,14,22,9,16,10,8,1,18,10
"AT1G04493",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04497",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04500",18,1,6,9,6,3,7,7,21,8,10,8,8,7
"AT1G04503",0,0,8,0,0,0,0,1,4,1,2,0,3,0
"AT1G04507",0,0,1,0,2,1,0,0,0,0,0,0,0,3
"AT1G04510",167,196,453,231,230,310,542,328,455,184,204,113,343,456
"AT1G04513",3,2,19,6,5,3,9,11,4,2,2,0,8,9
"AT1G04517",0,0,1,0,0,0,1,0,0,1,0,0,1,0
"AT1G04520",14,18,74,42,36,68,112,81,104,39,28,13,100,72
"AT1G04523",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04527",0,0,0,0,0,1,1,0,0,0,2,0,0,1
"AT1G04530",70,98,188,76,110,148,254,115,246,93,106,52,187,210
"AT1G04533",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"AT1G04537",0,1,5,0,1,0,1,4,3,0,0,1,3,2
"AT1G04540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04547",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04550",67,84,149,89,60,103,194,124,194,66,74,45,146,146
"AT1G04555",27,22,60,20,36,55,96,55,82,27,22,14,62,49
"AT1G04557",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04560",0,0,0,0,0,0,0,0,5,0,0,10,0,0
"AT1G04563",0,0,1,2,0,0,0,0,0,0,0,0,4,0
"AT1G04567",0,0,1,0,0,1,0,0,0,1,0,1,0,0
"AT1G04570",4,1,8,0,4,1,7,6,8,1,3,3,3,7
"AT1G04573",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AT1G04577",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04580",3,1,17,3,0,0,2,3,6,0,0,1,5,1
"AT1G04583",0,2,3,0,1,2,3,2,4,0,2,0,2,2
"AT1G04587",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AT1G04590",45,50,122,69,56,106,172,109,172,61,61,34,132,127
"AT1G04593",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04597",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04600",2,1,4,0,0,5,2,5,2,3,0,0,3,1
"AT1G04603",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04607",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04610",2,1,9,3,1,7,3,4,9,4,5,5,10,10
"AT1G04620",124,121,312,133,158,217,392,231,285,131,173,88,275,355
"AT1G04623",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04625",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"AT1G04630",78,80,184,93,90,144,247,136,227,82,85,47,173,180
"AT1G04635",1,8,22,4,6,7,9,8,19,3,1,1,6,7
"AT1G04640",35,25,68,38,43,77,84,65,108,41,46,21,60,71
"AT1G04643",2,1,3,0,7,4,6,1,12,2,6,0,10,8
"AT1G04645",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04647",4,1,18,2,14,6,18,3,13,5,5,1,5,11
"AT1G04650",1,8,6,9,8,23,21,17,18,1,5,5,28,22
"AT1G04653",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04657",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04660",0,1,4,1,0,8,0,7,2,1,0,0,1,3
"AT1G04667",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04673",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04677",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04680",404,429,1265,510,603,1268,2126,1138,1698,677,487,194,1456,1456
"AT1G04683",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AT1G04687",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04690",424,346,1025,428,552,719,1375,715,1086,445,386,232,1015,952
"AT1G04693",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04697",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04700",6,8,25,7,9,15,29,24,31,8,13,6,29,36
"AT1G04703",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04707",1,5,9,1,5,6,9,8,12,4,7,1,21,10
"AT1G04710",16,25,65,19,18,34,95,37,65,26,24,5,57,39
"AT1G04713",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04717",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04723",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AT1G04730",13,15,54,20,37,51,76,58,75,25,15,4,77,58
"AT1G04733",29.62,30.56,63.15,35.33,59.78,67.98,105.15,112.41,143.24,30.66,54.16,18.77,117.01,81.78
"AT1G04737",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04743",0,2,6,3,2,5,9,6,4,3,2,0,16,12
"AT1G04747",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04750",314,340,897,387,502,657,1232,721,965,327,346,198,959,839
"AT1G04753",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04760",0,8,6,7,2,5,16,9,22,3,2,1,22,14
"AT1G04763",0,0,0,1,0,0,0,1,0,0,0,0,0,0
"AT1G04767",0,2,2,2,2,6,6,2,2,2,0,1,9,15
"AT1G04770",12,10,40,14,5,33,44,24,42,11,6,8,49,37
"AT1G04773",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04778",1,1,4,2,1,5,8,6,15,4,3,0,7,5
"AT1G04780",414,309,821,372,507,511,1079,573,754,354,332,220,842,746
"AT1G04783",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04787",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04790",122,118,286,144,138,229,407,214,338,136,128,109,352,290
"AT1G04793",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04797",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04800",2,2,3,3,1,3,4,10,10,6,2,1,4,13
"AT1G04803",0,0,0,0,0,0,1,3,0,0,0,0,0,0
"AT1G04807",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04810",353,359,926,401,524,589,1189,734,1029,387,388,232,868,906
"AT1G04813",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04817",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04820",1554.88,1775.49,5021.59,2037.97,2530.1,4830.51,8201.32,4998.74,7069.59,2253.28,2007.13,795.38,5437.31,6361.35
"AT1G04823",0,0,2,0,0,0,0,0,1,0,0,0,0,2
"AT1G04827",0,0,1,0,0,0,0,1,0,0,0,0,3,0
"AT1G04830",187,179,537,185,297,316,721,285,440,186,193,140,455,461
"AT1G04833",0,0,2,0,0,1,0,0,1,0,0,0,0,0
"AT1G04837",1,2,4,1,0,3,2,2,0,0,0,0,4,2
"AT1G04840",9,5,32,14,20,28,44,31,34,11,9,6,38,53
"AT1G04847",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04850",333,318,796,366,435,561,1059,607,885,309,357,180,774,751
"AT1G04853",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04857",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04860",212,179,607,234,310,384,717,440,516,230,225,124,572,491
"AT1G04863",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04867",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04870",78,150,250,136,132,168,323,244,270,99,102,63,239,227
"AT1G04873",0,1,3,0,0,0,0,0,0,0,0,0,0,0
"AT1G04877",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT1G04880",0,0,0,2,0,0,1,3,1,0,0,1,1,0
"AT1G04883",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AT1G04887",1.25,0,2.07,0,0,4.65,7.08,1,1.04,0,1.04,0,4.13,0
"AT1G04890",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"AT1G04893",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04895",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04897",9.16,12.99,16.23,18.24,0,0,16.33,3.48,3.14,3.67,9.25,0,22.39,7.93
"AT1G04900",21,34,60,30,40,48,82,64,71,37,17,7,81,65
"AT1G04907",7,20.02,17.02,15,22,21.03,5,34,20,11,25,21,29,12
"AT1G04910",154,141,444,165,232,388,763,355,543,194,210,91,495,476
"AT1G04913",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AT1G04917",3,5,9,3,5,9,9,6,13,1,3,0,16,4
"AT1G04920",5,9,11,2,6,5,15,12,12,8,2,2,11,13
"AT1G04923",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT1G04927",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04930",21,16,34,21,22,33,61,33,50,22,16,8,59,40
"AT1G04933",3,0,7.69,2,0,2,12.1,7,6.38,2,3,2,1.53,6
"AT1G04937",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04940",82.58,117,249.97,122.76,121,177.44,311.7,194.92,293.73,104,101.03,47,227,250.89
"AT1G04943",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04945",23.42,29,65.03,28.24,26,67.56,79.3,63.08,46.27,18,21.97,14,69,52.11
"AT1G04947",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04950",156,166,390,169,219,295,529,302,472,164,210,113,366,426
"AT1G04953",2,3,13,1,3,6,13,8,9,1,3,1,16,13
"AT1G04957",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04960",126,85,281,91,141,178,366,184,251,85,124,50,295,247
"AT1G04963",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04967",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04970",319,249,736,312,451,457,1032,455,737,309,316,175,754,675
"AT1G04973",0,0,12,1,4,2,7,1,5,4,2,2,7,4
"AT1G04977",0,0,4,1,0,5,1,0,1,1,1,2,1,3
"AT1G04980",16,24,78,32,21,65,86,44,105,31,22,11,82,85
"AT1G04983",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04985",159.98,155,331,158,233,212,463,232,353,144,159,132,359,319.99
"AT1G04987",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04990",122.02,101,326,106,180,249,423,244,363,110,125,41,356,302.01
"AT1G04993",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04997",0,1,0,0,1,0,1,0,0,0,0,0,0,0
"AT1G05000",39,56,145,46,54,95,112,79,120,51,39,30,147,121
"AT1G05003",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05005",0,0,0,0,0,4,6,1,2,0,0,0,0,1
"AT1G05007",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05010",1896,1893,4357,2297,2875,3491,8130,2921,4209,1726,2150,1366,4432,4832
"AT1G05013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05017",0,0,1,0,2,2,0,2,3,2,1,0,1,3
"AT1G05020",24,18,46,33,41,40,70,42,50,27,22,13,57,48
"AT1G05023",1,0,2,0,2,0,4,0,1,1,0,0,1,0
"AT1G05027",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"AT1G05030",52,40,100,65,77,104,184,97,122,54,54,22,142,119
"AT1G05033",0,1,3,0,0,0,0,1,1,0,0,0,4,0
"AT1G05035",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05037",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05040",0,0,1,0,2,1,3,3,0,0,0,0,0,1
"AT1G05043",1,0,8,0,0,7,15,9,2,1,1,3,11,15
"AT1G05047",0,0,5,0,0,2,0,2,3,0,1,0,2,2
"AT1G05053",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05055",33,42,81,50,46,55,115,80,115,32,53,21,94,104
"AT1G05057",99.13,130,336.77,105.86,243.55,240.44,502.6,389.53,612.49,91.76,113.68,88.18,332.61,330.79
"AT1G05060",50,51,160,44,94,89,187,94,108,46,54,30,153,111
"AT1G05065",0,2,8,1,1,4,10,7,5,1,2,1,1,0
"AT1G05067",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05070",79,98,183,93,119,160,273,157,236,82,87,54,198,205
"AT1G05073",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05077",0,0,1,0,0,1,0,0,0,0,0,0,1,0
"AT1G05080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05083",0,0,2,0,0,1,0,0,1,0,0,1,0,3
"AT1G05085",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05087",34.23,26.62,73.1,68.73,39.95,82.2,141.24,79.58,108.75,39.49,56.43,39.81,110,82.27
"AT1G05090",67.28,40.53,106.08,32.56,58.57,110.97,186.83,98.87,92.05,37.08,68.14,43.33,66.77,186.64
"AT1G05093",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05097",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05100",5,2,18,2,6,10,11,13,14,3,3,1,14,8
"AT1G05103",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"AT1G05107",0,0,0,0,0,1,0,0,0,0,0,0,1,1
"AT1G05113",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05117",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05120",138,129,321,148,175,199,380,203,347,144,129,80,336,319
"AT1G05123",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05133",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AT1G05136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05137",0.98,1.96,3.88,2.95,0.92,1.89,1.88,9.94,5.76,0,0,0,3.89,1.93
"AT1G05140",93,112,218,127,149,146,299,158,308,114,107,62,213,241
"AT1G05143",0,0,5,0,0,0,0,0,0,0,1,2,1,1
"AT1G05147",0,1,17,4,3,1,4,6,1,0,0,0,5,6
"AT1G05150",324,337,827,361,395,648,1133,660,1002,350,363,191,819,860
"AT1G05153",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05160",83,84,237,115,136,172,288,161,266,98,134,66,214,240
"AT1G05163",1920.27,3926.92,6857.52,2685.96,4111.77,4471.47,7110.73,13027.26,11405.17,2143.69,3763.43,2335.84,9356.15,4505.31
"AT1G05170",42,60,160,56,62,130,215,118,167,49,45,24,188,117
"AT1G05173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05177",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05180",123,135,380,140,172,257,469,264,381,153,129,71,325,324
"AT1G05183",7,18,73.5,17.57,44.36,57.51,83.2,59.4,54.61,29.16,18.03,9.7,120.64,98.58
"AT1G05187",2,2,4,2,2,4,10,1,6,1,2,1,17,9
"AT1G05190",696,787,1311,815,972,1199,2079,1067,1813,643,831,460,1327,1485
"AT1G05193",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05197",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05200",136,157,490,212,253,341,694,374,453,174,173,82,579,444
"AT1G05203",1,1,0,1,1,5,7,2,2,2,0,0,12,2
"AT1G05205",23,15,81,30,20,55,73,62,115,28,22,9,84,76
"AT1G05207",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AT1G05210",3,15,16,10,9,28,29,22,35,8,4,3,18,26
"AT1G05213",0,0,1,1,0,0,0,0,0,0,0,0,1,2
"AT1G05217",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05220",2,6,7,1,2,1,6,6,5,3,2,1,13,7
"AT1G05223",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05227",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05230",50,59,158,61,74,142,270,157,183,85,66,35,213,184
"AT1G05233",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05237",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05243",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT1G05247",0,1.98,3.97,1.98,3.98,2.97,4.97,0,3.97,1.99,0.99,0,0.98,2.97
"AT1G05250",28,56,143,24,58,75,206,100,149,47,38,13,186,111
"AT1G05253",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"AT1G05257",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AT1G05260",92,94,367,130,187,217,519,266,376,143,108,37,446,351
"AT1G05263",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05267",0,0,1,0,1,2,0,1,0,1,0,0,1,0
"AT1G05270",201,181,437,225,243,290,570,285,461,143,188,129,401,365
"AT1G05273",153.81,253.6,404.93,191.37,360.01,418.92,496.11,709.33,811.51,132.15,239.86,135.37,605.3,530.22
"AT1G05277",2,3,6,3,4,6,9,1,2,3,0,1,9,9
"AT1G05280",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"AT1G05283",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT1G05287",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05291",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05293",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05297",0,0,0,0,0,1,0,0,0,0,0,0,5,0
"AT1G05300",12,20,57,13,10,18,49,32,37,17,13,11,53,31
"AT1G05303",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"AT1G05307",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05310",4,13,29,8,7,16,32,17,30,8,14,4,21,6
"AT1G05313",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05317",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05320",103,128,369,127,160,248,512,291,392,166,104,40,367,312
"AT1G05323",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05327",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05330",2,3,7,4,5,5,7,4,6,4,5,1,8,2
"AT1G05333",85,1,161,60,98,0.01,0,1,119.06,73.65,1,47.93,3,1.03
"AT1G05337",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"AT1G05340",212,159,463,198,287,213,461,221,317,150,218,134,430,312
"AT1G05343",0,0,0,0,0,0,3,0,1,1,0,0,2,0
"AT1G05347",1,0,20.11,0,0,8.9,3.41,2.09,13.27,2.12,5.31,0,7.36,4.4
"AT1G05350",68,80,181,102,75,160,286,159,251,89,84,45,244,220
"AT1G05353",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05357",0,0,0,0,0,0,0,0,0,0,0,0,0,0
